,FEI Number,Legal Name,Ignore,Website,AddressProvided,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
50,3009669756.0,AlloSource,-,https://allosource.org/,-,Houston,Texas,77054,United States,2019.0,1097873.0,No,7/9/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
51,3003413152.0,AlloSource,yes,https://allosource.org/,-,Maryland Heights,Missouri,63043,United States,2019.0,1082326.0,No,3/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
52,3005875823.0,AlloSource,yes,https://allosource.org/,-,Tracy,California,95304,United States,2019.0,1083311.0,No,2/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
58,1000305999.0,AlloSource Inc,yes,https://allosource.org/,-,Cincinnati,Ohio,45202,United States,2019.0,1096121.0,No,7/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3042,3011692519.0,Marathon Medical Corporation,yes,https://www.marathonmed.com/,-,Aurora,Colorado,80011,United States,2019.0,1071138.0,No,10/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
62,3000215346.0,"AlloSource, Inc.",-,https://allosource.org/,-,Centennial,Colorado,80111,United States,2019.0,1074854.0,No,12/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2951,3010158637.0,Baar Surgical LP,yes,https://www.baar.com/storefront,-,Irvine,California,92602,United States,2019.0,1087340.0,No,3/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2942,3006398680.0,American Medical Management Inc,yes,https://www.amm.cc/,-,Schaumburg,Illinois,60173,United States,2019.0,1081272.0,No,2/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2931,3010292869.0,"Alpha Orthopedic Systems, LLC",yes,https://www.alphaorthosys.com/,-,Louisville,Kentucky,40299,United States,2019.0,1088137.0,No,4/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
222,3009599080.0,West Coast Spine and Ortho,yes,https://westcoastspine.com/,-,Santa Fe Springs,California,90670,United States,2019.0,1091209.0,No,4/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
191,3003424968.0,Stanford Health Care,-,https://stanfordhealthcare.org/,-,Stanford,California,94305,United States,2019.0,1107066.0,No,8/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
201,1036836.0,"Sterigenics US, LLC",-,https://sterigenics.com/,-,Haw River,North Carolina,27258,United States,2019.0,1079504.0,No,2/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2848,3012338643.0,"Chamrock Medical, LLC",yes,http://shamrockmedical.com/,-,Chesapeake,Virginia,23320,United States,2019.0,1077361.0,No,12/11/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2834,1000507143.0,Xytex Laboratories,yes,-,-,Augusta,Georgia,30904,United States,2019.0,1082482.0,No,2/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
217,3010707897.0,Kuehne & Nagel Inc,yes,https://us.kuehne-nagel.com/-/texas-offices,-,Lewisville,Texas,75057,United States,2019.0,1088436.0,No,4/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2826,3010930284.0,Wright State Physicians,yes,-,-,Oakwood,Ohio,45409,United States,2019.0,1100561.0,No,8/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2823,3009824075.0,"Wright Medical Technology, Inc. Building 2",yes,-,-,Arlington,Tennessee,38002,United States,2019.0,1102019.0,No,8/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2814,3011688639.0,"Wright Medical Technology, Inc. - District Service Center",yes,-,-,Atlanta,Georgia,30341,United States,2019.0,1083408.0,No,3/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
140,3008804132.0,Austin Laboratory New Health LLC,yes,https://npidb.org/organizations/laboratories/clinical-medical-laboratory_291u00000x/1114246030.aspx,-,Austin,Texas,78758,United States,2019.0,1080791.0,No,2/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2807,3010131759.0,"Wright Medical Technology, Inc.",yes,-,-,Centennial,Colorado,80112,United States,2019.0,1071570.0,No,10/17/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2806,3010994039.0,"Wright Medical Technology, Inc.",yes,-,-,Salt Lake City,Utah,84124,United States,2019.0,1076316.0,No,11/29/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2804,3009993615.0,"Wright Medical Technology, Inc.",yes,-,-,Bensalem,Pennsylvania,19020,United States,2019.0,1096843.0,No,7/2/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2799,3011417111.0,"Wright Medical Technology, Inc - District Service Center",yes,-,-,Lenexa,Kansas,66219,United States,2019.0,1101610.0,No,7/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
236,3003275446.0,Absorption Systems (Analytical Services),yes,https://www.absorption.com/,-,Exton,Pennsylvania,19341,United States,2019.0,1079184.0,No,10/12/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2793,3011419613.0,Wright Medical Technology Inc - District Service Center - Houston,yes,-,-,Houston,Texas,77054,United States,2019.0,1099441.0,No,6/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2782,3011007241.0,Wright Medical Technology Inc,yes,-,-,Round Rock,Texas,78681,United States,2019.0,1082607.0,No,1/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
189,3010501626.0,"Seoul Radiology Service Company, Ltd.",yes,https://sentrybps.com/,-,Chungcheongbuk-Do,-,-,Korea (the Republic of),2019.0,1089913.0,No,4/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2863,3006204499.0,"LGGS Florida, Inc",yes,http://www.lggsinc.com/,-,Groveland,Florida,34736,United States,2019.0,1106255.0,No,9/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
185,3007376233.0,Wake Forest University School of Medicine,yes,https://school.wakehealth.edu/,-,Winston Salem,North Carolina,27157,United States,2019.0,1106464.0,No,9/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
184,3003557368.0,RX Medical,yes,https://rxmedicalokc.com/,-,Oklahoma City,Oklahoma,73114,United States,2019.0,1090672.0,No,4/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2930,1471525.0,Advocate Lutheran General Hospital Transfusion Services,yes,https://www.advocatehealth.com/luth/,-,Park Ridge,Illinois,60068,United States,2019.0,1105252.0,No,8/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2929,1287163.0,"Ace Surgical Supply Co., Inc.",yes,https://www.acesurgical.com/,-,Brockton,Massachusetts,2301,United States,2019.0,1090412.0,No,4/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2927,3010839035.0,"Women for Women Medical Associates, LLC",yes,https://wfwma.org/,-,Marlton,New Jersey,8053,United States,2019.0,1074898.0,No,12/12/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2924,3007867659.0,"Gallant Medical, LLC.",yes,https://utah-biz.com/co/gallant-medical-llc,-,Holladay,Utah,84117,United States,2019.0,1076318.0,No,11/30/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
156,3007952886.0,"Parametrics Medical, LLC",yes,https://parametricsmedical.com/,-,Leander,Texas,78641,United States,2019.0,1085748.0,No,4/2/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2906,3007936024.0,"O.N.E. SURG, INC.",yes,https://onesurgical.com/,-,Bradenton,Florida,34202,United States,2019.0,1077152.0,No,11/28/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2901,3005137395.0,Allina Health Medical Laboratories - Andrology Laboratory,yes,https://labs.allinahealth.org/Lab/Labhome,-,Minneapolis,Minnesota,55407,United States,2019.0,1087468.0,No,4/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
171,3012044453.0,"Regenerative Biologics, Inc.",yes,https://regenerative-biologics.com/,-,Palm City,Florida,34990,United States,2019.0,1101140.0,No,7/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
172,3003567004.0,"Regenerative Biologics, Inc.",-,https://regenerative-biologics.com/,-,Gainesville,Florida,32653,United States,2019.0,1098286.0,No,6/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
173,3003567016.0,"Regenerative Biologics, Inc.",-,https://regenerative-biologics.com/,-,Pensacola,Florida,32504,United States,2019.0,1087618.0,No,3/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2891,3000215032.0,Baton Rouge Regional Eye Bank,yes,https://eyebankbr.org/,-,Baton Rouge,Louisiana,70808,United States,2019.0,1088149.0,No,3/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2884,1000592496.0,BioHorizons Implant Systems Inc,yes,https://biohorizons.com/,-,Hoover,Alabama,35244,United States,2019.0,1087333.0,No,3/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2880,3003966296.0,"Andrology Laboratory Services, Inc",yes,https://androlab.com/,-,Chicago,Illinois,60611,United States,2019.0,1083176.0,No,11/20/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2872,3006165039.0,Alabama Organ Center - Mobile Region,yes,https://alabama-organ-center-al-1.hub.biz/,-,Mobile,Alabama,36609,United States,2019.0,1072991.0,No,11/15/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2867,3010866843.0,"Acuity Surgical Devices, LLC",yes,https://acuitysurgical.com/,-,Irving,Texas,75063,United States,2019.0,1100134.0,No,8/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2439,3000718076.0,SightLife/CorneaGen,yes,-,-,Bethlehem,Pennsylvania,18017,United States,2019.0,1094015.0,No,6/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1281,3005377075.0,"GraftSource, LLC",yes,-,-,Grapevine,Texas,76051,United States,2019.0,1105852.0,No,9/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2433,1000119377.0,Shriners Hospitals for Children,yes,-,-,Galveston,Texas,77550,United States,2019.0,1106097.0,No,9/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2290,3000215348.0,Rocky Mountain Tissue Bank,yes,-,-,Aurora,Colorado,80014,United States,2019.0,1071051.0,No,10/17/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
537,3004612066.0,"Advanced Fertility Services, P.C.",yes,-,-,New York,New York,10128,United States,2019.0,1092602.0,No,5/9/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2376,3003935864.0,Shady Grove Fertility,yes,-,-,Atlanta,Georgia,30342,United States,2019.0,1081557.0,No,2/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
632,3001739811.0,Atlanta Blood Services,yes,-,-,Atlanta,Georgia,30342,United States,2019.0,1079952.0,No,2/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
676,3006185412.0,"Biomet West, Inc.",yes,-,-,Murray,Utah,84107,United States,2019.0,1078429.0,No,11/29/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
680,3013920299.0,Birth Tissue Donor Services of Tennessee Inc,yes,-,-,Cookeville,Tennessee,38501,United States,2019.0,1099763.0,No,6/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2250,3004586709.0,"ReproTech, Ltd.",yes,-,-,Coconut Creek,Florida,33073,United States,2019.0,1082797.0,No,3/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
684,3009660500.0,Birth Tissue Recovery LLC,yes,-,-,Winston Salem,North Carolina,27103,United States,2019.0,1078791.0,No,1/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2178,3010123143.0,Reproductive Medicine Associates of Central Pennsylvania,yes,-,-,Mechanicsburg,Pennsylvania,17050,United States,2019.0,1073729.0,No,11/27/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
529,3005605719.0,"Advanced Fertility Care, PLLC, Arizona Advanced Reproductive Laboratory, LLC",yes,-,-,Scottsdale,Arizona,85258,United States,2019.0,1085594.0,No,3/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2384,3007380407.0,Shady Grove Fertility Center,yes,-,-,Bel Air,Maryland,21015,United States,2019.0,1081862.0,No,2/27/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2170,3003934477.0,Reproductive Health Specialists,yes,-,-,Elkhorn,Nebraska,68022,United States,2019.0,1095225.0,No,6/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
623,3010894725.0,Aspire Fertility Institute Austin,yes,-,-,Austin,Texas,78705,United States,2019.0,1081257.0,No,2/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
622,3014150116.0,Aspire Fertility - Atlanta,yes,-,-,Atlanta,Georgia,30328,United States,2019.0,1079969.0,No,2/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2302,3002719998.0,"RTI Surgical, Inc. dba RTI Biologics, Inc.",yes,-,-,Alachua,Florida,32615,United States,2019.0,1084437.0,No,3/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
694,3007101464.0,"BloodSource, Inc.",yes,-,-,Mather,California,95655,United States,2019.0,1098166.0,No,7/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
695,3071347.0,Bloodworks,yes,-,-,Seattle,Washington,98104,United States,2019.0,1087821.0,No,4/18/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2229,3007376346.0,Reproductive Science Center of the San Francisco Bay Area A Medical Corporation,yes,-,-,Orinda,California,94563,United States,2019.0,1079199.0,No,11/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2186,3003988092.0,Reproductive Medicine Associates of New Jersey LLC,yes,-,-,Basking Ridge,New Jersey,7920,United States,2019.0,1093232.0,No,6/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2365,3014078231.0,Secada Medical,yes,-,-,Newport Beach,California,92660,United States,2019.0,1086870.0,No,4/3/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2207,3003966270.0,Reproductive Medicine Institute,yes,-,-,Evanston,Illinois,60201,United States,2019.0,1073855.0,No,11/14/2018,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
565,3003562222.0,Advancing Sight Network Southeast Regional Office,yes,-,-,Montgomery,Alabama,36117,United States,2019.0,1099772.0,No,7/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2216,3003942581.0,"Reproductive Partners Medical Group, Inc.",yes,-,-,Westminster,California,92683,United States,2019.0,1089655.0,No,4/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2328,1317304.0,Saratoga Hospital Laboratory,yes,-,-,Saratoga Springs,New York,12866,United States,2019.0,1092600.0,No,5/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2217,3003313091.0,"Reproductive Partners Medical Group, Inc.",yes,-,-,Redondo Beach,California,90277,United States,2019.0,1087073.0,No,4/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
562,3003562205.0,Advancing Sight Network North Alabama Regional Office,yes,-,-,Huntsville,Alabama,35801,United States,2019.0,1100490.0,No,8/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
569,3005056987.0,AFS PC dba Alabama Fertility Specialists,yes,-,-,Mountain Brk,Alabama,35223,United States,2019.0,1102301.0,No,8/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2325,3003971426.0,"SanFrancisco Fertility Centers, A Medical Corporation",yes,-,-,San Francisco,California,94133,United States,2019.0,1081573.0,No,2/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
574,3004894521.0,"Albany IVF Fertility and Gynecology, P.L.L.C.",yes,-,-,Loudonville,New York,12211,United States,2019.0,1076634.0,No,11/20/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
577,3006523527.0,"Alfred J. Rodriguez, M.D., P.A.",yes,-,-,Plano,Texas,75093,United States,2019.0,1080702.0,No,2/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
575,3010133797.0,Albrecht Women's Care,yes,-,-,Englewood,Colorado,80112,United States,2019.0,1083600.0,No,2/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2205,3013953811.0,Reproductive Medicine Associates of Southern California,yes,-,-,Los Angeles,California,90064,United States,2019.0,1084692.0,No,3/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1280,3013912917.0,Grada Spine LLC,yes,-,-,Burleson,Texas,76028,United States,2019.0,1076859.0,No,12/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2198,3007936041.0,"Reproductive Medicine Associates Of Philadelphia, P.c.",yes,-,-,Langhorne,Pennsylvania,19047,United States,2019.0,1086144.0,No,3/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2362,3007196368.0,Seattle Sperm Bank LLC,yes,-,-,Seattle,Washington,98105,United States,2019.0,1095929.0,No,6/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
545,3009383076.0,Advanced Reproductive Health Centers Ltd dba Chicago IVF,yes,-,-,Orland Park,Illinois,60467,United States,2019.0,1095049.0,No,6/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2173,3003980987.0,Reproductive Medicine & Infertility Associates,yes,-,-,Woodbury,Minnesota,55125,United States,2019.0,1071054.0,No,10/24/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
518,3006638648.0,Osiris Therapeutics Inc,-,osiris.com,-,Columbia,Maryland,21046,United States,2019.0,1095336.0,No,5/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2147,3013957824.0,Reproductive Care Center PC,yes,-,-,Idaho Falls,Idaho,83404,United States,2019.0,1071114.0,No,10/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2264,3005888133.0,"Riccione Orthopedics, Inc.",yes,-,-,Exton,Pennsylvania,19341,United States,2019.0,1106439.0,No,9/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
504,3011685188.0,"Zentech, Inc.",yes,https://www.zentech-usa.com/,-,Clearwater,Florida,33756,United States,2019.0,1071193.0,No,10/16/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2397,3003941034.0,Shady Grove Fertility of Philadelphia,yes,-,-,Chesterbrook,Pennsylvania,19087,United States,2019.0,1090935.0,No,4/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2286,3007374604.0,Rocky Mountain Fertility Center,yes,-,-,Parker,Colorado,80138,United States,2019.0,1088031.0,No,3/29/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2132,3013913287.0,Redstone Distribution Services LLC,yes,-,-,Dallas,Texas,75247,United States,2019.0,1070592.0,No,10/16/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2268,3007067646.0,RMA Long Island IVF,yes,-,-,Melville,New York,11747,United States,2019.0,1076523.0,No,12/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2413,3008286630.0,Shady Grove Fertility Reproductive Science Ctr,yes,-,-,Baltimore,Maryland,21202,United States,2019.0,1089062.0,No,4/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2131,3003927130.0,Redmed Inc,yes,-,-,Mcallen,Texas,78501,United States,2019.0,1098290.0,No,6/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
716,3008339013.0,"Boston IVF, Inc. The Maine Center",yes,-,-,S Portland,Maine,4106,United States,2019.0,1102767.0,No,8/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2138,3007793483.0,"Rene B. Allen, M.D., Professional Corporation",yes,-,-,Santa Barbara,California,93103,United States,2019.0,1096302.0,No,6/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2143,3003807093.0,Reproductive Biology Associates,yes,-,-,Atlanta,Georgia,30342,United States,2019.0,1094129.0,No,6/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
500,1000511606.0,WuXi AppTec Inc.,-,https://www.wuxiapptec.com/about/,-,Marietta,Georgia,30066,United States,2019.0,1088400.0,No,4/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2111,3005130779.0,Puerto Rico Fertility and Reproductive Center PSC,yes,-,-,Bayamon,Puerto Rico,961,United States,2019.0,1075012.0,No,12/11/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
728,3008205455.0,California Center For Reproductive Sciences,yes,-,-,Encinitas,California,92024,United States,2019.0,1085355.0,No,3/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
495,3007950543.0,Vigilant Bioservices LLC,yes,https://www.vigilantbioservices.com/,-,Baltimore,Maryland,21201,United States,2019.0,1083426.0,No,2/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
608,3005338425.0,Arkansas Feritility & Gynecology Associates,yes,-,-,Little Rock,Arkansas,72205,United States,2019.0,1107094.0,No,6/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2402,3003937490.0,Shady Grove Fertility Reproductive Science Center,yes,-,-,Towson,Maryland,21204,United States,2019.0,1082651.0,No,2/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2263,1270007.0,"Rhode Island Blood Center, A Division of New York Blood Center, Inc.",yes,-,-,Providence,Rhode Island,2908,United States,2019.0,1106753.0,No,7/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
703,3011704620.0,BM Medical Management Services LLC.,yes,-,-,Dallas,Texas,75204,United States,2019.0,1105485.0,No,9/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1533,3005682148.0,"Kutteh Ke Fertility Associates of Memphis, PLLC",yes,-,-,Memphis,Tennessee,38120,United States,2018.0,1066689.0,No,8/28/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2774,3006398690.0,Women's Health Consultants,yes,-,-,Chicago,Illinois,60612,United States,2018.0,1039910.0,No,12/15/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2852,3013225173.0,United States Global Partners,yes,http://unitedstatesglobalpartners.com/,-,Southlake,Texas,76092,United States,2018.0,1050589.0,No,2/16/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1434,3007352916.0,"Invictus Management Consulting Services, Inc.",yes,-,-,Las Vegas,Nevada,89123,United States,2018.0,1036913.0,No,11/29/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1536,3003942498.0,La Jolla IVF,yes,-,-,La Jolla,California,92037,United States,2018.0,1059998.0,No,7/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1531,3003934351.0,KUPI Reproductive Endocrinology & Infertility Lab,yes,-,-,Overland Park,Kansas,66211,United States,2018.0,1055208.0,No,5/2/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2278,3003972347.0,"Rochester Fertility Care, P.C.",yes,-,-,Rochester,New York,14626,United States,2018.0,1038763.0,No,12/20/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2769,3006146324.0,Women & Infants Hospital Of Rhode Island  Women & Infants' Fertility Center,yes,-,-,Providence,Rhode Island,2903,United States,2018.0,1069145.0,No,9/6/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2005,3003985130.0,ORM Fertility LLC,yes,-,-,Bellevue,Washington,98004,United States,2018.0,1053154.0,No,5/17/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2869,3003562207.0,Alabama Eye Bank Southwest Regional Office,yes,https://alabama-eye-bank-southwest-regional-office.hub.biz/,-,Mobile,Alabama,36604,United States,2018.0,1049011.0,No,4/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2765,3005605711.0,"Werlin, Lawrence, MD, Inc",yes,-,-,Irvine,California,92618,United States,2018.0,1033844.0,No,11/15/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1439,3003926655.0,IVF Florida Reproductive Associates,yes,-,-,Margate,Florida,33063,United States,2018.0,1040717.0,No,12/13/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2220,3004529914.0,"Reproductive Resource Cntr of Greater KC, LLC",yes,-,-,Overland Park,Kansas,66215,United States,2018.0,1051880.0,No,5/3/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2230,3011536916.0,Reproductive Science Center of the San Francisco Bay Area A Medical Corporation,yes,-,-,Foster City,California,94404,United States,2018.0,1064240.0,No,8/16/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1981,3009382987.0,Old School Medical LLC,yes,-,-,Summit,Illinois,60501,United States,2018.0,1057444.0,No,6/12/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
