FEI Number,Legal Name,Ignore,Website,AddressProvided,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3012839551,"North Texas Male Infertility Center, P.A.",yes,-,-,Frisco,Texas,75034,United States,2018,1036201,No,12/19/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011182175,Northeastern Reproductive Medicine PLLC,yes,-,-,Colchester,Vermont,5446,United States,2021,1152062,No,9/1/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011182175,Northeastern Reproductive Medicine PLLC,yes,-,-,Colchester,Vermont,5446,United States,2016,986221,No,9/13/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2970101,Northern California Community Blood Bank,yes,-,-,Eureka,California,95501,United States,2019,1097629,No,7/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2970101,Northern California Community Blood Bank,yes,-,-,Eureka,California,95501,United States,2016,988718,No,8/16/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003971346,Northern California Fertility Medical Center,yes,-,-,Sacramento,California,95841,United States,2019,1077892,No,12/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003971346,Northern California Fertility Medical Center,yes,-,-,Sacramento,California,95841,United States,2016,982358,No,8/24/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000017811,Northside Hospital - Blood Bank,yes,-,-,Atlanta,Georgia,30342,United States,2018,1066934,No,9/6/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000017811,Northside Hospital - Blood Bank,yes,-,-,Atlanta,Georgia,30342,United States,2016,962316,No,3/3/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012083235,Northside Hospital Cherokee,yes,-,-,Canton,Georgia,30115,United States,2020,1121346,No,1/22/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012083235,Northside Hospital Cherokee,yes,-,-,Canton,Georgia,30115,United States,2018,1033964,No,11/20/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007202121,NorthState Surgical Devices LLC,yes,-,-,Raleigh,North Carolina,27612,United States,2019,1100474,No,8/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007202121,NorthState Surgical Devices LLC,yes,-,-,Raleigh,North Carolina,27612,United States,2017,997367,No,12/20/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007202121,NorthState Surgical Devices LLC,yes,-,-,Raleigh,North Carolina,27612,United States,2015,913634,No,2/9/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972309,Northwell Health Fertility,yes,-,-,Manhasset,New York,11030,United States,2018,1030808,No,10/16/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015042190,Northwell Health Fertility NYC,yes,-,-,New York,New York,10065,United States,2021,1153369,No,9/22/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,yes,-,-,Portland,Oregon,97201,United States,2022,1164561,No,3/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,yes,-,-,Portland,Oregon,97201,United States,2019,1102763,No,9/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,yes,-,-,Portland,Oregon,97201,United States,2016,967702,No,4/20/2016,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000159973,Northwestern Medicine Central DuPage Hospital,yes,-,-,Winfield,Illinois,60190,United States,2020,1122292,No,2/4/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012790952,Novus Surgical Solutions LLC,yes,-,-,Lancaster,Pennsylvania,17601,United States,2019,1106635,No,9/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003973142,NW Cryobank,yes,-,-,Missoula,Montana,59804,United States,2019,1098180,No,6/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003115192,NW Cryobank,yes,-,-,Spokane,Washington,99201,United States,2019,1098187,No,6/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003973142,NW Cryobank,yes,-,-,Missoula,Montana,59804,United States,2016,983345,No,9/12/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003115192,NW Cryobank,yes,-,-,Spokane,Washington,99201,United States,2016,983198,No,8/18/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008927105,NYU Langone Reproductive Specialists of New York,yes,-,-,Stony Brook,New York,11790,United States,2018,1031204,No,10/31/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008927105,NYU Langone Reproductive Specialists of New York,yes,-,-,Stony Brook,New York,11790,United States,2016,953174,No,12/21/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009156913,OC Fertility / Orange County Fertility,yes,-,-,Newport Beach,California,92660,United States,2018,1067897,No,9/6/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009156913,OC Fertility / Orange County Fertility,yes,-,-,Newport Beach,California,92660,United States,2015,943640,No,8/26/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010721915,"Odessa Fertility Lab, Inc",yes,-,-,Odessa,Texas,79761,United States,2018,1063629,No,8/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010721915,"Odessa Fertility Lab, Inc",yes,-,-,Odessa,Texas,79761,United States,2015,907994,No,12/10/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015173692,Ohio Fertility Providers LLC,yes,-,-,Cincinnati,Ohio,45209,United States,2021,1146178,No,7/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015173692,Ohio Fertility Providers LLC,yes,-,-,Cincinnati,Ohio,45209,United States,2020,1114497,No,12/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004563989,Ohio Reproductive Medicine Inc,yes,-,-,Columbus,Ohio,43215,United States,2019,1089668,No,5/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004563989,Ohio Reproductive Medicine Inc,yes,-,-,Columbus,Ohio,43215,United States,2017,998459,No,1/27/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004563989,Ohio Reproductive Medicine Inc,yes,-,-,Columbus,Ohio,43215,United States,2015,907450,No,12/19/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005680904,"Ohio Surgical Solutions, Inc.",yes,-,-,Sagamore Hills,Ohio,44067,United States,2015,910427,No,1/20/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1626009,Oklahoma Blood Institute,yes,-,-,Oklahoma City,Oklahoma,73104,United States,2017,1023507,No,6/20/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001238030,Oklahoma Lions Eye Bank,yes,-,-,Oklahoma City,Oklahoma,73105,United States,2017,1016307,No,1/12/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236470,Old Dominion Eye Foundation Northern Virginia Branch,yes,-,-,Manassas,Virginia,20110,United States,2019,1082320,No,2/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236469,"Old Dominion Eye Foundation, Inc.",yes,-,-,North Chesterfield,Virginia,23236,United States,2019,1085992,No,3/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236472,"Old Dominion Eye Foundation, Inc.",yes,-,-,Roanoke,Virginia,24019,United States,2017,1019106,No,6/30/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236469,"Old Dominion Eye Foundation, Inc.",yes,-,-,North Chesterfield,Virginia,23236,United States,2017,998096,No,1/26/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236469,"Old Dominion Eye Foundation, Inc.",yes,-,-,North Chesterfield,Virginia,23236,United States,2015,917606,No,3/3/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009382987,Old School Medical LLC,yes,-,-,Summit,Illinois,60501,United States,2018,1057444,No,6/12/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008022858,Oliver Stanbery Orthopedics LLC,yes,-,-,Louisville,Kentucky,40223,United States,2019,1076510,No,12/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008022858,Oliver Stanbery Orthopedics LLC,yes,-,-,Louisville,Kentucky,40223,United States,2017,1006410,No,3/17/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008022858,Oliver Stanbery Orthopedics LLC,yes,-,-,Louisville,Kentucky,40223,United States,2015,917682,No,3/12/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008135745,OM Healthcare Logistics OMo3,yes,-,-,Louisville,Kentucky,40228,United States,2019,1074251,No,12/4/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010307860,One Legacy,yes,-,-,Los Angeles,California,90012,United States,2018,1069094,No,9/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010307860,One Legacy,yes,-,-,Los Angeles,California,90012,United States,2015,944024,No,7/16/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1038740,"OneBlood, Inc.",yes,-,-,Delray Beach,Florida,33446,United States,2018,1036279,No,11/16/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1052478,"OneBlood, Inc.",yes,-,-,Oakland Park,Florida,33334,United States,2018,1034166,No,10/12/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005880024,OneLegacy,yes,-,-,Orange,California,92868,United States,2019,1102405,No,7/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004627938,OneLegacy,yes,-,-,Redlands,California,92374,United States,2018,1060112,No,6/27/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004104395,Onelegacy,yes,-,-,Bakersfield,California,93309,United States,2017,1024370,No,8/23/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005880024,OneLegacy,yes,-,-,Orange,California,92868,United States,2016,989544,No,9/23/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004627938,OneLegacy,yes,-,-,Redlands,California,92374,United States,2016,981678,No,2/16/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004104395,Onelegacy,yes,-,-,Bakersfield,California,93309,United States,2015,915574,No,2/19/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010192157,"Operative Innovations, LLC",yes,-,-,San Antonio,Texas,78228,United States,2018,1042326,No,2/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008307753,"Oregon Fertility Institute, LLC",yes,-,-,Portland,Oregon,97223,United States,2018,1031637,No,10/10/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008307753,"Oregon Fertility Institute, LLC",yes,-,-,Portland,Oregon,97223,United States,2015,922108,No,4/14/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718322,Organ Procurement Agency of Michigan,yes,-,-,Ann Arbor,Michigan,48108,United States,2021,1154387,No,9/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718322,Organ Procurement Agency of Michigan,yes,-,-,Ann Arbor,Michigan,48108,United States,2020,1111270,No,10/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718322,Organ Procurement Agency of Michigan,yes,-,-,Ann Arbor,Michigan,48108,United States,2017,1028519,No,9/22/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718322,Organ Procurement Agency of Michigan,yes,-,-,Ann Arbor,Michigan,48108,United States,2015,920737,No,4/1/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010146405,Orion Ortho,yes,-,-,Las Vegas,Nevada,89148,United States,2017,1008765,No,3/23/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010146405,Orion Ortho,yes,-,-,Las Vegas,Nevada,89148,United States,2015,913427,No,2/9/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003985130,ORM Fertility LLC,yes,-,-,Bellevue,Washington,98004,United States,2018,1053154,No,5/17/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003985130,ORM Fertility LLC,yes,-,-,Bellevue,Washington,98004,United States,2015,899863,No,10/15/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008551635,"ORM Fertility, LLC",yes,-,-,Portland,Oregon,97225,United States,2020,1117661,No,1/9/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008551635,"ORM Fertility, LLC",yes,-,-,Portland,Oregon,97225,United States,2018,1031436,No,10/18/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003985017,"ORM Fertility, LLC",yes,-,-,Portland,Oregon,97205,United States,2016,965432,No,4/13/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008551635,"ORM Fertility, LLC",yes,-,-,Portland,Oregon,97225,United States,2015,933562,No,7/6/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006480449,"Ortho Pros, Inc.",yes,-,-,Littleton,Colorado,80123,United States,2019,1083581,No,2/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006480449,"Ortho Pros, Inc.",yes,-,-,Littleton,Colorado,80123,United States,2016,959248,No,2/23/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008410332,"Orthobone, Inc.",yes,-,-,San Juan,Puerto Rico,918,United States,2020,1115375,No,1/15/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008410332,"Orthobone, Inc.",yes,-,-,San Juan,Puerto Rico,918,United States,2018,1065410,No,8/16/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012083793,"OrthoCarolina Research Institute, Inc.",yes,-,-,Charlotte,North Carolina,28207,United States,2018,1059018,No,6/26/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007934611,ORTHOLOGIC LLC,yes,-,-,Birmingham,Alabama,35243,United States,2022,1169179,No,5/2/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005837301,"Orthopaedic & Spine Technologies, LLC",yes,-,-,West Chester,Pennsylvania,19382,United States,2016,982766,No,7/26/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003927109,"Orthopedic Concepts, Inc",yes,-,-,League City,Texas,77573,United States,2018,1060754,No,6/1/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009643234,"OrthoPros, Inc. c/o Gabel Distributors",yes,-,-,Las Vegas,Nevada,89118,United States,2017,1009157,No,4/5/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009643234,"OrthoPros, Inc. c/o Gabel Distributors",yes,-,-,Las Vegas,Nevada,89118,United States,2015,917438,No,3/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008961297,Orthority Corporation,yes,-,-,Caguas,Puerto Rico,725,United States,2022,1162402,No,2/8/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008961297,Orthority Corporation,yes,-,-,Caguas,Puerto Rico,725,United States,2018,1064451,No,8/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008791882,OrthoSport Surgical Inc.,yes,-,-,Roseville,California,95678,United States,2017,1021879,No,7/11/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003312654,Osteo Solutions LLC,yes,-,-,Westerville,Ohio,43082,United States,2019,1099434,No,7/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003312654,Osteo Solutions LLC,yes,-,-,Westerville,Ohio,43082,United States,2015,906255,No,12/9/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006405502,Osteologic Surgical Inc.,yes,-,-,Richmond,Virginia,23230,United States,2016,950536,No,12/2/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002600221,"Osteotech, Inc.",yes,-,-,Eatontown,New Jersey,7724,United States,2021,1150237,No,8/12/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002600221,"Osteotech, Inc.",yes,-,-,Eatontown,New Jersey,7724,United States,2018,1060874,No,7/30/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002600221,"Osteotech, Inc.",yes,-,-,Eatontown,New Jersey,7724,United States,2015,925160,No,5/6/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004961294,OU Health Reproductive Medicine Lab,yes,-,-,Oklahoma City,Oklahoma,73104,United States,2022,1170087,No,4/18/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719871,OurLegacy Organ & Tissue Donation Services,yes,-,-,Maitland,Florida,32751,United States,2020,1117889,No,11/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719871,OurLegacy Organ & Tissue Donation Services,yes,-,-,Maitland,Florida,32751,United States,2018,1034671,No,10/25/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719871,OurLegacy Organ & Tissue Donation Services,yes,-,-,Maitland,Florida,32751,United States,2016,971685,No,4/7/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013203670,"Ovation Anesthesiology Services, PLLC",yes,-,-,New York,New York,10128,United States,2020,1115359,No,11/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013203670,"Ovation Anesthesiology Services, PLLC",yes,-,-,New York,New York,10128,United States,2018,1060253,No,6/22/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004174071,Overlake Reproductive Health Laboratory LLC,yes,-,-,Bellevue,Washington,98004,United States,2015,905615,No,12/9/2014,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006397643,Pacific Coast Reproductive Center Inc,yes,-,-,Corona,California,92879,United States,2019,1087901,No,4/3/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006397643,Pacific Coast Reproductive Center Inc,yes,-,-,Corona,California,92879,United States,2015,940467,No,8/24/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005062322,Pacific Fertility Center - Los Angeles,yes,-,-,Los Angeles,California,90024,United States,2018,1051025,No,3/7/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005062322,Pacific Fertility Center - Los Angeles,yes,-,-,Los Angeles,California,90024,United States,2016,982762,No,6/28/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004740648,Pacific In Vitro Fertilization Institute,yes,-,-,Honolulu,Hawaii,96826,United States,2018,1061146,No,7/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004740648,Pacific In Vitro Fertilization Institute,yes,-,-,Honolulu,Hawaii,96826,United States,2016,967777,No,4/26/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002921136,"Pacific Northwest Fertility and IVF Specialists, I , PLLC",yes,-,-,Seattle,Washington,98104,United States,2018,1033825,No,11/14/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002921136,"Pacific Northwest Fertility and IVF Specialists, I , PLLC",yes,-,-,Seattle,Washington,98104,United States,2016,961545,No,2/5/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005488001,Pacific Reproductive Center,yes,-,-,Torrance,California,90505,United States,2019,1088043,No,4/2/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005488001,Pacific Reproductive Center,yes,-,-,Torrance,California,90505,United States,2016,989345,No,8/15/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009970529,"Palm Springs Partners, LLC.",yes,-,-,Richardson,Texas,75080,United States,2018,1066105,No,8/17/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009970529,"Palm Springs Partners, LLC.",yes,-,-,Richardson,Texas,75080,United States,2015,902897,No,10/27/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003969236,PAMF Fertility Physicians of Northern California,yes,-,-,San Jose,California,95124,United States,2015,930239,No,6/15/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003557385,"Paradigm Surgical Devices, LLC.",yes,-,-,Grand Prairie,Texas,75050,United States,2015,925637,No,5/11/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008650117,"Paragon 28, Inc.",yes,-,-,Englewood,Colorado,80112,United States,2017,1007606,No,4/18/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005681141,Park Avenue Fertility and Reproductive Medicine,yes,-,-,Trumbull,Connecticut,6611,United States,2022,1163438,No,2/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005681141,Park Avenue Fertility and Reproductive Medicine,yes,-,-,Trumbull,Connecticut,6611,United States,2019,1074499,No,11/15/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005681141,Park Avenue Fertility and Reproductive Medicine,yes,-,-,Trumbull,Connecticut,6611,United States,2017,991909,No,11/9/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003934517,Patriot Medical Inc,yes,-,-,Saint Louis,Missouri,63122,United States,2017,988975,No,10/3/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003934517,Patriot Medical Inc,yes,-,-,Saint Louis,Missouri,63122,United States,2015,923348,No,4/22/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003079525,Patterson Logistics Services Inc,yes,-,-,Dinuba,California,93618,United States,2019,1078967,No,12/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003079525,Patterson Logistics Services Inc,yes,-,-,Dinuba,California,93618,United States,2017,992518,No,10/18/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003079525,Patterson Logistics Services Inc,yes,-,-,Dinuba,California,93618,United States,2015,914135,No,2/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000307059,Patterson Logistics Services Inc.,yes,-,-,Mount Joy,Pennsylvania,17552,United States,2019,1083595,No,2/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000307059,Patterson Logistics Services Inc.,yes,-,-,Mount Joy,Pennsylvania,17552,United States,2016,959101,No,2/19/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009829028,"Patterson Logistics Services, Inc",yes,-,-,South Bend,Indiana,46628,United States,2019,1070509,No,10/11/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009829028,"Patterson Logistics Services, Inc",yes,-,-,South Bend,Indiana,46628,United States,2017,998526,No,1/26/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3019747076,"Peach State Medical Practice, P.C.",yes,-,-,Austin,Texas,78701,United States,2022,1155104,No,10/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2080273,Pearson Dental Supplies Inc,yes,-,-,Sylmar,California,91342,United States,2019,1093358,No,4/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008905832,"Peerless Surgical, Inc",yes,-,-,Charlotte,North Carolina,28208,United States,2018,1065692,No,8/24/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003940926,Penn State Health Milton S. Hershey Medical Center,yes,-,-,Hershey,Pennsylvania,17033,United States,2018,1061533,No,7/26/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012084065,Peter Charles Klatsky MD Inc,yes,-,-,San Francisco,California,94109,United States,2017,1021881,No,7/31/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012084065,Peter Charles Klatsky MD Inc,yes,-,-,San Francisco,California,94109,United States,2022,1163644,No,2/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018115670,"Peter Charles Klatsky, M.D., Inc.",yes,-,-,San Francisco,California,94105,United States,2022,1167160,No,4/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015136849,"Peter Charles Klatsky, M.D., Inc.",yes,-,-,Oakland,California,94612,United States,2022,1166059,No,3/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006501117,Peymamn Saadat MD Inc,yes,-,-,West Hollywood,California,90069,United States,2015,938669,No,7/29/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1070221,Phoebe Putney Memorial Hosp,yes,-,-,Albany,Georgia,31701,United States,2018,1068262,No,9/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1070221,Phoebe Putney Memorial Hosp,yes,-,-,Albany,Georgia,31701,United States,2016,965258,No,3/29/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009838429,PHRK Intervention Inc,yes,-,-,Southlake,Texas,76092,United States,2019,1072665,No,10/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
